1,126.314333,33.305433,249947.5672,3688367.483
2,126.314331,33.305432,249947.3814,3688367.433
3,126.314329,33.305432,249947.1964,3688367.388
4,126.314327,33.305431,249947.01,3688367.344
5,126.314325,33.305431,249946.824,3688367.291
6,126.314323,33.30543,249946.6295,3688367.247
7,126.314321,33.30543,249946.4547,3688367.179
8,126.314319,33.305429,249946.2723,3688367.122
9,126.314318,33.305429,249946.0863,3688367.061
10,126.314316,33.305428,249945.9096,3688366.99
11,126.314314,33.305427,249945.7304,3688366.924
12,126.314312,33.305427,249945.5453,3688366.851
13,126.31431,33.305426,249945.3707,3688366.782
14,126.314308,33.305425,249945.1946,3688366.717
15,126.314306,33.305425,249945.0064,3688366.652
16,126.314304,33.305424,249944.8281,3688366.581
17,126.314302,33.305423,249944.6462,3688366.517
18,126.3143,33.305423,249944.461,3688366.449
19,126.314298,33.305422,249944.2781,3688366.379
20,126.314296,33.305421,249944.091,3688366.315
21,126.314294,33.305421,249943.9083,3688366.26
22,126.314292,33.30542,249943.7173,3688366.215
23,126.31429,33.30542,249943.522,3688366.173
24,126.314288,33.305419,249943.3285,3688366.125
25,126.314286,33.305419,249943.1425,3688366.072
26,126.314284,33.305419,249942.948,3688366.028
27,126.314282,33.305418,249942.7605,3688365.985
28,126.31428,33.305418,249942.5751,3688365.945
29,126.314278,33.305417,249942.3813,3688365.903
30,126.314276,33.305417,249942.188,3688365.86
31,126.314274,33.305416,249941.9986,3688365.822
32,126.314272,33.305416,249941.8085,3688365.795
33,126.31427,33.305416,249941.6274,3688365.764
34,126.314268,33.305415,249941.4363,3688365.731
35,126.314266,33.305415,249941.2517,3688365.71
36,126.314264,33.305415,249941.0608,3688365.696
37,126.314262,33.305415,249940.8626,3688365.672
38,126.31426,33.305415,249940.6739,3688365.662
39,126.314258,33.305415,249940.4864,3688365.663
40,126.314256,33.305415,249940.2968,3688365.661
41,126.314254,33.305414,249940.0997,3688365.651
42,126.314252,33.305414,249939.9067,3688365.64
43,126.31425,33.305414,249939.7127,3688365.63
44,126.314247,33.305414,249939.5218,3688365.62
45,126.314245,33.305414,249939.3225,3688365.607
46,126.314243,33.305414,249939.1326,3688365.604
47,126.314241,33.305414,249938.9337,3688365.61
48,126.314239,33.305414,249938.7341,3688365.616
49,126.314237,33.305414,249938.5363,3688365.621
50,126.314235,33.305414,249938.3417,3688365.626
51,126.314233,33.305414,249938.1566,3688365.63
52,126.314231,33.305414,249937.9731,3688365.641
53,126.314229,33.305414,249937.7829,3688365.659
54,126.314227,33.305414,249937.5833,3688365.664
55,126.314225,33.305414,249937.3838,3688365.669
56,126.314222,33.305414,249937.1936,3688365.686
57,126.31422,33.305414,249937.002,3688365.707
58,126.314218,33.305414,249936.816,3688365.728
59,126.314216,33.305415,249936.6283,3688365.749
60,126.314214,33.305415,249936.4388,3688365.767
61,126.314212,33.305415,249936.2467,3688365.774
62,126.31421,33.305415,249936.0483,3688365.796
63,126.314208,33.305415,249935.8537,3688365.806
64,126.314206,33.305415,249935.6598,3688365.824
65,126.314204,33.305415,249935.4638,3688365.842
66,126.314202,33.305415,249935.2672,3688365.853
67,126.3142,33.305415,249935.0713,3688365.877
68,126.314198,33.305416,249934.8765,3688365.901
69,126.314195,33.305416,249934.6804,3688365.927
70,126.314193,33.305416,249934.4846,3688365.965
71,126.314191,33.305416,249934.2888,3688366.004
72,126.314189,33.305416,249934.0957,3688366.028
73,126.314187,33.305417,249933.9015,3688366.072
74,126.314185,33.305417,249933.7127,3688366.102
75,126.314183,33.305417,249933.5152,3688366.12
76,126.314181,33.305418,249933.3255,3688366.164
77,126.314179,33.305418,249933.1352,3688366.191
78,126.314177,33.305418,249932.9445,3688366.217
79,126.314175,33.305418,249932.7515,3688366.241
80,126.314173,33.305418,249932.5648,3688366.273
81,126.314171,33.305419,249932.3694,3688366.31
82,126.314168,33.305419,249932.1729,3688366.338
83,126.314166,33.305419,249931.9856,3688366.385
84,126.314164,33.30542,249931.7966,3688366.441
85,126.314164,33.30542,249931.7473,3688366.443
86,126.314164,33.30542,249931.7323,3688366.451
87,126.314164,33.30542,249931.7323,3688366.451
88,126.314164,33.30542,249931.7325,3688366.458
89,126.314164,33.30542,249931.7321,3688366.443
90,126.314164,33.30542,249931.7325,3688366.458
91,126.314164,33.30542,249931.7323,3688366.451
92,126.314164,33.30542,249931.7201,3688366.462
93,126.314163,33.30542,249931.713,3688366.462
94,126.314162,33.30542,249931.5814,3688366.493
95,126.31416,33.30542,249931.3894,3688366.535
96,126.314158,33.305421,249931.199,3688366.572
97,126.314156,33.305421,249931.0111,3688366.624
98,126.314154,33.305421,249930.8191,3688366.666
99,126.314152,33.305422,249930.6332,3688366.723
100,126.31415,33.305422,249930.4449,3688366.77
101,126.314148,33.305423,249930.2562,3688366.827
102,126.314146,33.305423,249930.0756,3688366.879
103,126.314144,33.305424,249929.8884,3688366.92
104,126.314142,33.305424,249929.703,3688366.965
105,126.31414,33.305424,249929.5173,3688367.018
106,126.314138,33.305425,249929.3274,3688367.074
107,126.314136,33.305425,249929.1379,3688367.132
108,126.314134,33.305426,249928.9527,3688367.188
109,126.314132,33.305426,249928.7673,3688367.252
110,126.31413,33.305427,249928.5821,3688367.321
111,126.314128,33.305427,249928.3964,3688367.395
112,126.314126,33.305428,249928.2116,3688367.47
113,126.314124,33.305429,249928.0285,3688367.541
114,126.314122,33.305429,249927.8442,3688367.618
115,126.31412,33.30543,249927.6638,3688367.688
116,126.314118,33.305431,249927.4857,3688367.761
117,126.314116,33.305431,249927.317,3688367.845
118,126.314114,33.305432,249927.1516,3688367.936
119,126.314112,33.305433,249926.9755,3688368.025
120,126.31411,33.305434,249926.8037,3688368.125
121,126.314108,33.305435,249926.6345,3688368.224
122,126.314107,33.305435,249926.4717,3688368.319
123,126.314105,33.305436,249926.3003,3688368.409
124,126.314103,33.305437,249926.1298,3688368.507
125,126.314101,33.305438,249925.9689,3688368.614
126,126.314099,33.305439,249925.8034,3688368.713
127,126.314098,33.30544,249925.6391,3688368.82
128,126.314096,33.305441,249925.4736,3688368.927
129,126.314094,33.305441,249925.3038,3688369.016
130,126.314092,33.305442,249925.1378,3688369.126
131,126.31409,33.305443,249924.9733,3688369.239
132,126.314089,33.305444,249924.8169,3688369.354
133,126.314087,33.305445,249924.6686,3688369.473
134,126.314085,33.305446,249924.5188,3688369.596
135,126.314084,33.305447,249924.3582,3688369.705
136,126.314082,33.305448,249924.1959,3688369.814
137,126.31408,33.305449,249924.0418,3688369.929
138,126.314078,33.30545,249923.8861,3688370.045
139,126.314077,33.305451,249923.7356,3688370.162
140,126.314075,33.305452,249923.5877,3688370.281
141,126.314074,33.305453,249923.433,3688370.39
142,126.314072,33.305454,249923.2828,3688370.509
143,126.31407,33.305455,249923.1248,3688370.624
144,126.314068,33.305456,249922.9693,3688370.739
145,126.314067,33.305457,249922.8072,3688370.844
146,126.314065,33.305458,249922.6463,3688370.951
147,126.314063,33.305459,249922.49,3688371.059
148,126.314061,33.30546,249922.3315,3688371.174
149,126.31406,33.305461,249922.1739,3688371.296
150,126.314058,33.305462,249922.0116,3688371.411
151,126.314056,33.305463,249921.8508,3688371.525
152,126.314055,33.305464,249921.7051,3688371.647
153,126.314053,33.305465,249921.5499,3688371.76
154,126.314051,33.305466,249921.4014,3688371.875
155,126.31405,33.305467,249921.2525,3688371.996
156,126.314048,33.305468,249921.1009,3688372.119
157,126.314046,33.305469,249920.9359,3688372.231
158,126.314045,33.30547,249920.7878,3688372.364
159,126.314043,33.305472,249920.6407,3688372.489
160,126.314041,33.305473,249920.4964,3688372.612
161,126.31404,33.305474,249920.3476,3688372.731
162,126.314038,33.305475,249920.1966,3688372.848
163,126.314037,33.305476,249920.0657,3688372.99
164,126.314035,33.305477,249919.919,3688373.118
165,126.314033,33.305478,249919.7651,3688373.241
166,126.314032,33.305479,249919.6108,3688373.364
167,126.31403,33.30548,249919.457,3688373.487
168,126.314028,33.305481,249919.3133,3688373.615
169,126.314027,33.305483,249919.1697,3688373.746
170,126.314025,33.305484,249919.0288,3688373.878
171,126.314024,33.305485,249918.8927,3688374.02
172,126.314022,33.305486,249918.7542,3688374.161
173,126.314021,33.305487,249918.6138,3688374.298
174,126.314019,33.305489,249918.4892,3688374.442
175,126.314018,33.30549,249918.3746,3688374.602
176,126.314017,33.305491,249918.251,3688374.758
177,126.314015,33.305493,249918.1285,3688374.912
178,126.314014,33.305494,249918.0174,3688375.072
179,126.314013,33.305496,249917.9117,3688375.241
180,126.314012,33.305497,249917.8028,3688375.401
181,126.31401,33.305498,249917.686,3688375.55
182,126.314009,33.3055,249917.5655,3688375.695
183,126.314008,33.305501,249917.4541,3688375.845
184,126.314007,33.305502,249917.3426,3688375.994
185,126.314005,33.305504,249917.2253,3688376.141
186,126.314004,33.305505,249917.1083,3688376.288
187,126.314003,33.305506,249916.9996,3688376.437
188,126.314002,33.305508,249916.8823,3688376.587
189,126.314,33.305509,249916.7475,3688376.727
190,126.313998,33.30551,249916.6061,3688376.86
191,126.313997,33.305511,249916.4695,3688376.987
192,126.313995,33.305512,249916.3258,3688377.118
193,126.313994,33.305513,249916.1816,3688377.249
194,126.313992,33.305515,249916.0383,3688377.38
195,126.313991,33.305516,249915.8897,3688377.51
196,126.313989,33.305517,249915.7379,3688377.637
197,126.313987,33.305518,249915.5878,3688377.758
198,126.313986,33.305519,249915.4338,3688377.885
199,126.313984,33.30552,249915.277,3688378.008
200,126.313982,33.305521,249915.1195,3688378.117
201,126.31398,33.305522,249914.9562,3688378.218
202,126.313979,33.305523,249914.7865,3688378.317
203,126.313977,33.305524,249914.6115,3688378.409
204,126.313975,33.305524,249914.4423,3688378.508
205,126.313973,33.305525,249914.2741,3688378.584
206,126.313971,33.305526,249914.0906,3688378.66
207,126.313969,33.305526,249913.9136,3688378.728
208,126.313967,33.305527,249913.7351,3688378.793
209,126.313965,33.305527,249913.55,3688378.857
210,126.313963,33.305528,249913.3641,3688378.911
211,126.313961,33.305528,249913.1759,3688378.977
212,126.313959,33.305529,249912.9987,3688379.039
213,126.313957,33.305529,249912.819,3688379.098
214,126.313955,33.30553,249912.6259,3688379.149
215,126.313953,33.30553,249912.4331,3688379.185
216,126.313951,33.30553,249912.2422,3688379.239
